degree,specialization,skills,cgpa,certificate,job_role
B.Tech,Computer Science Engineering,Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;C++;Artificial Intelligence;SQL,71.25,Yes,Data Analyst 
B.Tech,Computer Science Engineering,"AI, ML, Python, Analytic Thinking, Business Knowledge, Java, SQL, Oracle, Programming, People Management, C++, R",85.88,Yes,Student (Unemployed)
B.Tech,Information Technology,"Active Listening, Python, Critical Thinking, Analytic Thinking, Java, SQL, Oracle, Programming, People Management, Leadership, Team work, Logical Skills, Interpersonal Skills, C++, Problem Solving skills, Writing, Building Rapport, Subject Knowledge",74.1,No,Java Developer
B.Tech,Computer Science Engineering,"Java, Programming, Creativity Skills, Team work, Excel, Linux",66,No,Computer Software Engineer
B.Tech,Computer Science Engineering,"Active Listening, Programming, Work under Pressure, Teamwork,Excel, Interpersonal Skills, Presentation skills, Reading",70.3,No,Teaching
Economics ,Political science,Hospitality,45,Yes,Security officer 
B.Com,Mar,Business Knowledge;Analytical Skills;Finance related skills;Communication skills;Negotiation skills;Product knowledge;Problem Solving skills;Risk management skills;Client management,59.85,Yes,Business Trainee
B.Tech,Civil Engineering,"Active Listening, Work under Pressure,Teamwork,Interpersonal Skills, Presentation skills, Reading",76.95,No,Teaching
B.Tech,Electronics and Communication Engineering,"Active Listening, Programming, Work under Pressure, Teamwork,Excel, Interpersonal Skills, Presentation skills, Reading",80.75,Yes,Python Developer
B.Tech,Marketing ,Critical Thinking;Artistic/Creative Skills;Analytical Skills;Communication skills;Problem Solving skills;SQL,76,Yes,Operations specialist 
BBA,Human Resource,Negotiation skills;HR,71.25,Yes,Talent Acquisition Executive
B.Com,Accountancy,Active Listening;Artistic/Creative Skills;Communication skills;Mass Communication;Problem Solving skills,65,No,Management trainee 
BBA,Human Resource,Business Knowledge;Finance related skills;People management;Communication skills;Negotiation skills;Problem Solving skills;Sales;Presentation Skills,74.1,No,Human Resources Assistant
B.Pharm,Hospitality,"Excel, Presentation Skills, Writing",71.155,Yes,Student (Unemployed)
B.Sc,Chemistry,"Civil & Criminal Law, Work under Pressure",80.75,No,Student (Unemployed)
BE,Mechanical Engineering,Critical Thinking;Business Knowledge;Analytical Skills;Communication skills;Negotiation skills;Leadership;Problem Solving skills;Risk management skills;Good communication skills;SAP,65,No,Procurement engineer
BE,Mechanical Engineering,Analytical Skills;Problem Solving skills,62,Yes,GET 
BA,"History, sociology,",Active Listening;Business Knowledge;Communication skills;Sales,58,No,"Telecaller,sale exicutive"
B.Tech,Biotechnology,"Critical Thinking, Analytic Thinking, Java, SQL, Programming, Communication Skills, Work under Pressure, Leadership, Team work, Interpersonal Skills, Presentation Skills, Problem Solving skills, Writing, Observation Skills, Reporting, Reading",86.45,Yes,Computer Software Engineer
BA,History,"Active Listening, Communication Skills, Work under Pressure, News Gathering, Reporting, Reading, Subject Knowledge",68,Yes,Teacher
B.E,Automobile Engineering,"Team work, Linux, Problem Solving skills",64.79,No,Computer Software Engineer
B.Tech,Electrical and Electronics Engineering,"AI, Java",75,No,Operations Engineer
B.Tech,Accountancy,"Critical Thinking, Analytic Thinking, Gathering Informing",71.25,No,Mechanical Engineer
B.Tech,Automobile ,"Python, Programming, Excel, Linux",63.84,No,Computer Software Engineer
B.Com,Mechanical Engineering,Accounting Skills,76,No,Business Analyst
BE,Accounting  and Finance,Active Listening;Business Knowledge;People management;Leadership;Product knowledge;Problem Solving skills;Risk management skills;Designing skills;Machine Learning skills;Python;SQL,74.18,Yes,Software engineer 
BE,Information Technology,Critical Thinking;Analytical Skills;Negotiation skills;Problem Solving skills;Risk management skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Python;Artificial Intelligence;SQL,80,Yes,Purchase executive
B.Com,Statistics,Teamwork;Time Management;Company Secretarial Work;,72.2,Yes,Company Secretary
B.Tech,Information Technology,Risk management skills;Data Visualization skills( Power Bi/ Tableau );SQL;SAP,77.9,Yes,QA Specialist
B.Sc,Information Technology,"ML, Python",78.85,Yes,Sales Executive
B.Tech,"C, C++, java, SQL, MYSql, Unix, Html, Mathematics, Statistics","Analytic Thinking, Business Knowledge, Java, SQL, Communication Skills, Work under Pressure, Product Knowledge, Team work, Excel, Problem Solving skills, Observation Skills, Reporting, Reading, Subject Knowledge",69.35,Yes,Software Tester
B.Tech,Design,"AI, ML, Python, Critical Thinking, Analytic Thinking, Artistic skills, SQL",66.5,Yes,Student (Unemployed)
B.Com,Mechanical Engineering,"Editing, Designing Skills, Sales",71.25,No,Marketing Manager
B.Tech,Electrical and Electronics Engineering,"Communication Skills, Work under Pressure, Leadership",61.75,Yes,Hardware Engineer
B.Tech,Computer Applications,networking,78.85,Yes,APAC Engineer
B.Tech,Civil Engineering,NO,66.5,No,Associate Engineer
B.Tech,Mechanical Engineering,"AI, ML, Python, C++, R, Linux",56.05,No,Data Engineer
B.Tech,Business,Business Knowledge;People management;Machine Learning skills;Hospitality,63.59,Yes,Personal Advisory
BE,Computer Science Engineering,"AI, Python, Programming, Communication Skills, C++",76,Yes,RPA developer
B.Com,Electronics and Communication Engineering,Accounting Skills;Active Listening;Hardware skills;Critical Thinking;Gathering Information;Business Knowledge;Analytical Skills;Finance related skills;Mass Communication;Leadership;Product knowledge;Problem Solving skills;Risk management skills;Writing skills;HR,62.7,Yes,Relationship manager at icici
B.Tech,Civil engineering,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP;Codeignitor;Loopback;,76.95,Yes,Web Developer
B.Tech,Mechanical Engineering,"Active Listening,Work under Pressure,Team work,Presentation skills",74.1,No,Teaching
B.Tech,Mechanical Engineering,Accounting Skills;Active Listening;Critical Thinking;Gathering Information;Artistic/Creative Skills;Communication skills;Negotiation skills;Leadership;Content creation,75,No,Business operations
B.E,Electronics and telecommunication ,AutoCard,66.5,Yes,Sales excellent
BE,Business Administration,"Analytic Thinking, Communication Skills, Leadership, Team work, Designing Skills",69.635,No,Machine operator 
B.Tech,Civil Engineering,"Accounting Skills, Active Listening, Java, SQL, Programming, Communication Skills, Negotiation Skills, Work under Pressure, Leadership, Team work, Excel, Logical Skills, Presentation Skills, Problem Solving skills, Mass Communication, Writing, Observation Skills, Reading",68.875,Yes,Student (Unemployed)
BBA,Computer Science Engineering,"Critical Thinking, Analytic Thinking, Market Study",68,No,Student (Unemployed)
B.Tech,Information TechNAlogy,"Proeficiency in Software like STAAD PRO, ETABS;construction management",77.9,Yes,Civil & Structural Engineer
BE,Electronics and Communication Engineering,"Python, Tableau",62,Yes,Back End Developer
B.Tech,Computer Science Engineering,Programming,60.8,Yes,Dot net Developer
B.Tech,Accountancy,R;Python;SQL,56,Yes,Gis engineer
B.Tech,Geography ,Programming Language skills;People management,62,No,Software developer
MBA,Business,HR,59,No,Retail manager
BE,Sales & Marketing,Creativity Skills,69.35,No,Business Analyst
B.Tech,Structure ,Active Listening;Gathering Information;Communication skills;Leadership;Problem Solving skills;Designing skills;Python;Good communication skills,65.55,Yes, student Onboarding team member 
Agri diploma,Chemical Engineering,"Gathering Informing, Business Knowledge, Leadership, Market Study, Observation Skills, Risk Managing",58,No,Student (Unemployed)
B.Tech,Management,Critical Thinking;Artistic/Creative Skills;Analytical Skills;Civil & Criminal Law;Problem Solving skills;Risk management skills;Writing skills;Interpersonal skills;Presentation Skills,71.25,No,Site engineer 
B.Tech,Electronics and computer engineering,"Proeficiency in Software like STAAD PRO, ETABS;Good communication skills;Refinery Operations",81.795,No,Chemical Process Engineer
BBA,Computer Science ,Active Listening;Hardware skills;Problem Solving skills;Risk management skills;Sales,78,Yes,Marketing guy (TMA) 
BE,History,People management,67,No,Systems engineer 
B.Com,Business Studies,Business Knowledge;People management;Communication skills;Problem Solving skills;Sales;Social Media Marketing;Interpersonal skills;Presentation Skills,64,Yes,Data analyst
BA,Computer Science Engineering,Teaching,98,Yes,Teacher
B.Com,EcoNAmics,"Accounting Skills;Hardware skills;Business Knowledge;Finance related skills;Communication skills;Social Media Marketing;Content creation;Teaching;Foreign languages french, Spanish",71.25,Yes,Social media executive
B.Sc,Electrical engineering ,"Java, Programming, C++, R",76,No,Student (Unemployed)
MCA,Instrumentation,Critical Thinking;Mass Communication;Leadership;Editing;Designing skills;Cloud Computing;SAP;Salesforce Admin,73,No,Salesforce Admin
BCA,Electrical and Electronics Engineering,Java,57,Yes,Computer Software Engineer
B.Tech,Electrical and Electronics Engineering,Automation ,76,Yes,Instrumentation and Control Engineer 
B.Tech,Computer Science Engineering,Accounting Skills;Active Listening;Hardware skills;Business Knowledge;Problem Solving skills,77,No,UPS supervisor
B.Tech,Computer science and engineering ,"Active Listening,Work under Pressure,Team work,Presentation skills",74.1,No,Teaching
B.Tech,Computer Science ,Data Structures;Algorithms;Competitive Programming;C++;JavaScript;JavaJava;Git;IntelliJIDEA;Xcode;Problem Solving;AndroidStudio;Webstorm;Postman API;HTML5;Cascading Style Sheets (CSS);Software Development;Core Java;Bootstrap;JUnit;react;Back-End Web Development;Spring Framework;Hibernate;CPP;Database Management System (DBMS);Linux;Debugging;Object-Oriented Programming (OOP);Object Oriented Design;Databases,86.83,Yes,Software Development Engineer
B.Tech,Computer Science ,Active Listening;Programming Language skills;Critical Thinking;Analytical Skills;Communication skills;Problem Solving skills;Python,63.65,Yes,Associate consultant 
B.Sc,Electronics and Communication Engineering,Programming Language skills;Communication skills;C++,67,No,Jumio Document Verification Team
MBA, Computer Applications,Active Listening;Critical Thinking;Analytical Skills;Finance related skills,55,No,manager
B.Tech,Computers,"ML, Python",74.1,No,Hardware Engineer
BCA,Computer Science Engineering,Teaching,81.795,No,Placement Trainee
MCA,Mechanical Engineering,Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;R;Python;Artificial Intelligence;SQL,80,Yes,Php developer
B.Tech,Marketing ,"
C++;Unity 3D;Object-Oriented Programming (OOP);Game Development;Data Structures;C#;Unreal Engine 4;C (Programming Language)",70.965,Yes,Game Programmer
DME,Mechanical Engineering,"Reading, Subject Knowledge",76,No,Mechanical Engineer
BE,"Physics, Chemistry and Mathematics",Active Listening;Critical Thinking;Gathering Information;People management;Problem Solving skills;Risk management skills,69,No,QC engineer
B.Tech,English,"ML, Python, SQL, Programming, Team work, Excel, Logical Skills, Presentation Skills, Tableau",77.9,No,SQL Developer
Diploma,Computer Science Engineering,Editing,54,No,HR
B.Com,Computer Science Engineering,Accounting Skills;Critical Thinking;Editing;Content creation,58.9,No,Miritary soldier 
B.Tech,Mechanical Engineering,Programming Language skills,52,No,Software Engineer
B.Tech,Statistics,Programming Language skills;Critical Thinking;Gathering Information;Communication skills;Negotiation skills;Mass Communication;Leadership;Editing;Problem Solving skills;Risk management skills;C++;Presentation Skills;Linux;Python;Content creation;Java;Cloud Computing;MATLAB;Good communication skills;SAP;AWS;Salesforce Admin,80.75,Yes,Salesforce Admin
B.Tech,Automobile Engineering,CAD/CAE(autocad/catia/ansys/proE/SeimensNX),68.495,Yes,Mechanical Design Engineer
B.Sc,Mechanical Engineering ,Active Listening;Critical Thinking;Gathering Information;Artistic/Creative Skills;Business Knowledge;Analytical Skills;People management;Communication skills;Problem Solving skills;Writing skills;Machine Learning skills;Python;Artificial Intelligence;Automation,65,No,Analyst
BE,History,Critical Thinking;Artistic/Creative Skills;Analytical Skills;Problem Solving skills;Risk management skills;Artificial Intelligence;Good communication skills,71.3,Yes,Assistant Engineer 
BE,Agriculture BiotechNAlogy,Designing skills,66.975,Yes,Graphics Designer 
B.Tech,Mathematics,Active Listening;Communication skills;Negotiation skills;Problem Solving skills;Client management,65,No,Project Manager
B.Sc,Commerce,"Active Listening, Analytic Thinking, Gathering Informing, Work under Pressure, Team work, Excel, Logical Skills, Reporting",81.795,Yes,Scientist in Downstream Protein Purification
B.Com,Statistics,Accounting Skills,80.75,Yes,Student (Unemployed)
B.Tech,Civil Engineering,Gathering Information;Analytical Skills;Communication skills;Leadership;Data Visualization skills( Power Bi/ Tableau );Interpersonal skills,80.75,No,Associate System Engineer 
B.Sc,Data Structures & Algorithm,Critical Thinking;Business Knowledge;Leadership;Risk management skills;C++;SQL;Java,79,No,Gatemen
B.Tech,Civil Engineering,Analytical Skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Python;Artificial Intelligence,65.55,Yes,NA 
BE,computers,"ML, Python, SQL",65.55,Yes,Data Analyst
B.Sc,Statistics,Active Listening;Artistic/Creative Skills;Communication skills;Sales;Python;Good communication skills;Teaching;Teaching experience,63,Yes,PREVIOUSLY WORKED
B.Sc,Computer Science Engineering,"ML, Python, Analytic Thinking, SQL, Communication Skills, Tableau",83.6,Yes,Data Analyst
B.Tech,Bbb,"SQL, Derivatives, Linux",79,No,Computer Software Engineer
B.Tech,Electronics and Communication Engineering,"
Cloud Computing;Microsoft Azure;Amazon Web Services (AWS)docker;Jenkins;Git;Kubernetes;Powershell;MySQL;Big Data Analytics",79.42,Yes,Cloud Engineer
B.Tech,Electronics & Telecommunications ,NO,76.95,No,ASSISTANT SYSTEM ENGINEER TRAINEE
B.Com,Computer Science Engineering,"Accounting Skills, Active Listening, Critical Thinking, Analytic Thinking, Java, Communication Skills, Cost Accounting, Excel",83,No,Student (Unemployed)
B.Tech,Electrical and Electronics Engineering,"
Product Management;User Experience (UX);Product Development;Account Management;Product Strategy;Project Resourcing",73.055,Yes,Product Specialist
B.Sc,Coding,Communication skills;Data Visualization skills( Power Bi/ Tableau ),67.22,No,MIS
B.Tech,Electronics and Communication Engineering,"Python, SQL, Oracle",72.2,No,Data Engineer
B.Sc,Computer Science Engineering,"SQL, Problem Solving skills",80.75,No,Nothing
B.Tech,Animation & Visual Effects,Programming Language skills;Critical Thinking;Analytical Skills;Editing;Data Visualization skills( Power Bi/ Tableau );SQL,59.22,Yes,Hr Assistant II
BE,Computer Science,"AI, Java, SQL, C++, R, Linux",57,No,Student (Unemployed)
B.Sc,Animation & Visual Effects,2D/3D Animation,76.285,Yes,VFX Production Assistant
